SRR15058638 SRR15058641 SRR15058644 SRR15058645 SRR15058646 SRR15058649 SRR15058619 SRR15058622 SRR15058623 SRR15058624 SRR15058625 SRR15058626 SRR15058627 SRR15058629 SRR15058634 SRR15058636
RPL7AP7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HCG4P9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.V 0 0 3 30 0 0 0 0 0 0 0 4 0 0 0 0
HCG4 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
LOC353010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105379663 0 0 6 1 0 0 0 3 0 1 0 2 0 0 0 0
IFITM4P 0 1 4 0 0 0 0 1 2 1 2 0 3 2 0 1
HCG9P5 0 0 1 0 0 0 0 4 3 1 0 3 1 2 0 0
MICE 31 7 51 16 7 27 31 63 85 92 24 96 59 70 22 8
HLA.F.AS1 2 3 237 107 4 6 4 60 71 64 6 127 43 149 3 2
RPL23AP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.F 157 60 1380 678 64 115 174 1396 1122 1030 276 1325 831 1600 189 159
ZDHHC20P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZFP57 14 3 4 1 0 4 11 2 0 0 0 0 0 0 0 0
MOG 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMO2P1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
GABBR1 96 65 35 55 19 68 211 357 173 159 240 72 229 332 146 86
OR2I1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GPR53P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02829 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS17P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MAS1L 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105375008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MAS1LP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
UBDP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2H1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR10C1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR11A1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR12D1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR12D2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR12D3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR5V1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DDX6P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR14J1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2B4P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105375005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2U2P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2U1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2G1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC03003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2H4P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2J4P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2J2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2N1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2J3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2J1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2B3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SAR1AP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2P1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2W1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2W1.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OR2AD1P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105375002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZNF311 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
TRL.AAG3.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HCG15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRE.CTC1.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RN7SL471P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRT18P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRM.CAT3.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRK.TTT3.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRM.CAT3.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.AAG2.2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
TRQ.CTG1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAA1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.930P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRIM27 3 0 2 0 2 0 5 1 2 1 0 3 0 1 0 0
HCG14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRL.CAA1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZNF90P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRR.CCG1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPL13P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA4.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.TGC5.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC6.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA3.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.TGC7.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124901504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.TGC1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NOP56P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC23.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA5.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA6.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.TGC6.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRK.TTT7.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRR.CCG1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRV.AAC6.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPSAP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.CGC4.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRF.GAA11.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRT.AGT3.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC7.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRA.AGC5.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRK.TTT13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100288016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105374297 0 0 0 0 0 0 0 0 0 0 0 3 1 2 0 0
SDHAP2 0 0 1 2 0 1 2 0 0 0 0 0 1 0 0 0
MIR570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SMBD1P 183 40 27 128 52 209 88 84 101 110 31 103 147 77 53 61
MIR570HG 1 1 0 2 0 0 1 1 0 0 0 0 0 1 0 0
LOC124905401 0 0 0 2 0 0 0 3 0 1 0 0 0 0 0 0
MUC20 2 0 0 5 0 1 5 1 3 4 2 1 7 0 1 1
MUC4 2 1 1 2 0 1 1 2 1 2 0 2 0 0 0 0
LOC112268340 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LYPLA2P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MYL12BP3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DAXX 3 1 1 22 5 0 2 5 8 2 2 8 2 0 3 2
ZBTB22 0 0 0 19 0 0 1 1 0 1 1 0 12 0 0 15
TAPBP 16 11 36 78 38 11 57 26 35 42 54 16 57 58 36 24
RGL2 8 2 23 11 10 14 24 18 25 20 25 27 8 28 14 20
MIR6834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PFDN6 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
MIR6873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
WDR46 1 0 8 29 4 7 2 4 6 6 1 1 72 1 4 31
B3GALT4 0 0 0 3 0 0 0 0 0 0 0 0 5 0 0 2
LOC105375022 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
RING1 13 3 7 7 0 10 2 0 1 18 7 9 1 14 14 2
MIR219A1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
HSD17B8 0 0 0 2 0 0 1 0 0 3 0 1 0 2 2 0
SLC39A7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNY4P10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RXRB 13 1 8 38 5 4 41 20 20 39 29 18 18 21 16 7
HCG24 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
LOC105375021 0 2 0 0 0 0 4 0 0 0 1 0 0 0 0 0
LOC124905396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTCO3P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU1.116P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.DRB2 1 1 0 1 3 0 4 0 7 1 9 1 0 2 1 0
HLA.DRB3 79 36 24 2 650 2 1309 13 5517 104 4295 61 1085 976 1330 807
LOC124905397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C4A 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0
ZBTB12 0 0 1 0 0 0 0 4 0 0 0 2 1 0 0 0
SNORD52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SNORD48 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0
SNHG32 0 1 0 4 1 0 5 1 2 1 2 3 1 0 0 1
HSPA1B 0 0 5 5 1 0 0 2 8 3 1 1 1 1 0 0
HSPA1A 0 0 127 14 0 0 0 19 1 0 0 8 1 0 0 0
HSPA1L 0 0 0 0 0 0 0 0 4 12 5 2 0 0 0 0
LSM2 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0
LOC105375020 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105379656 0 0 0 0 0 1 0 0 0 0 0 0 0 4 2 0
CCHCR1 2 0 54 20 2 35 41 12 16 5 14 22 39 31 10 48
POLR2LP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PSORS1C2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CDSN 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PSORS1C1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C6orf15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MUC21 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
NAPGP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HCG21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MUCL3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124901299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SFTA2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
VARS2 37 11 0 82 3 62 101 0 1 52 23 32 28 54 57 53
GTF2H4 12 7 0 9 5 34 49 0 0 30 24 16 32 26 23 16
MIR4640 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
DDR1 18 8 0 27 8 15 33 2 5 13 15 11 12 23 18 23
RN7SKP186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905395 1 0 1 0 0 0 0 0 0 0 1 2 0 1 0 0
RPL7P4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NRM 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PPP1R18 2 1 13 0 0 5 1 6 4 7 6 4 0 3 6 5
TMPOP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRIM26BP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.W 7 2 4 2 3 4 2 2 7 3 14 4 0 1 2 3
LOC124905394 0 0 0 0 1 0 1 2 0 2 1 1 1 0 0 1
LOC353009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HCG4P11 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
OR2H2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
RPL13AP 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
SNORD32B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TMEM183AP1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
OR2H5P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
UBD 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105379641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112268339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905398 2 0 1 0 1 2 2 2 3 7 2 9 2 2 2 0
LOC112268337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.DQB1.AS1 52 47 6 24 57 61 69 197 280 99 42 24 95 110 338 33
FKBPL 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
ATF6B 5 31 0 61 0 76 82 86 156 113 78 26 1 0 43 1
LOC110384692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112267902 0 0 0 1 0 0 0 0 2 0 0 2 1 0 1 2
HCG4P8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987447 0 1 0 0 0 1 1 0 1 2 1 1 0 0 0 2
LOC124901486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112268336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124901302 1 0 0 2 0 1 0 0 3 1 0 2 2 0 0 2
LOC124905389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100294188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112268335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HLA.S 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ZDHHC20P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905390 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
LOC107987443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105374298 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
LOC124905391 1 1 0 1 0 1 5 2 2 1 3 3 4 0 2 2
TCF20 94 59 89 27 48 166 62 42 52 39 45 43 31 60 30 10
CYP2D8P 5 4 0 1 1 0 0 2 1 0 0 0 0 0 0 2
LOC105377203 2 0 0 3 2 1 8 3 1 2 3 4 3 16 3 1
CYP2D7 22 6 20 28 3 10 70 22 33 23 23 14 16 32 28 33
LOC102723722 0 1 2 24 0 11 35 27 42 11 16 32 35 34 41 36
CYP2D6 24 2 16 0 0 27 20 19 1 38 18 2 9 1 2 1
OLA1P1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
NDUFA6.DT 5 0 0 3 0 0 2 2 4 0 3 1 0 6 3 2
NDUFA6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SMDT1 1 2 0 6 0 4 8 6 5 7 3 2 1 3 7 6
PHETA2 21 5 12 8 9 10 22 22 13 12 17 12 16 9 19 14
LOC107987441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MUC2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
LOC107987157 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
LINC02688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905385 0 4 1 3 0 2 1 4 3 3 6 1 1 0 0 1
MUC6 6 7 2 2 0 9 3 3 6 7 2 0 2 1 0 1
AP2A2 72 63 87 107 39 164 212 175 130 138 117 118 89 98 127 160
RNU6.1025P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105377779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLN8 5 3 3 1 2 2 3 1 3 3 3 7 12 0 6 3
CLN8.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905384 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0
LOC105377778 0 0 1 1 0 0 1 0 0 0 2 0 0 0 0 0
LOC100130321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124901870 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DLGAP2 0 0 0 0 0 0 0 8 0 0 1 0 0 0 0 0
DLGAP2.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905383 0 3 3 1 1 0 4 0 1 0 0 1 1 1 4 0
LOC124905382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC112267927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100294160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905380 1 0 0 0 1 0 4 1 0 2 3 2 1 1 0 0
LOC107987440 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01596 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
LOC105377619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FRG1.DT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU1.51P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105377616 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107987311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01262 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105377615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HSP90AA4P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105377614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRT18P53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FABP5P13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC102723840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124900588 35 6 12 33 6 20 47 66 51 76 37 40 35 34 13 40
LOC101929829 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
LOC107987438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124905378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105372225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SALL3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105372221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105372220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105372219 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
WNT9B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC101929777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
WNT3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
RPS7P11 0 3 0 8 3 6 5 3 11 8 8 3 5 7 2 0
LOC107985026 2 1 0 0 3 0 0 0 1 4 2 0 1 0 0 1
NSF 5 1 3 0 4 7 10 0 6 8 7 0 0 6 8 4
LOC124905375 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
RN7SL199P 0 0 0 1 1 1 4 1 2 2 0 0 2 1 0 0
LRRC37A2 253 138 121 84 204 226 143 287 160 228 184 202 191 113 143 86
ARL17A 31 23 15 13 17 57 90 26 13 61 35 20 19 43 35 23
RDM1P2 3 9 3 0 2 39 6 4 0 7 9 9 3 3 3 0
LOC124905376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904014 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC100132570 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
DND1P2 0 1 1 1 0 0 3 1 4 0 0 0 1 0 0 0
MAPK8IP1P1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KANSL1.AS1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1
LOC107985027 0 0 0 0 9 0 0 2 3 2 0 2 0 2 0 0
KANSL1 47 30 48 57 33 23 77 128 89 74 121 66 96 76 50 53
STH 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371800 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MAPT.IT1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
MAPT 0 1 2 1 3 0 0 0 0 1 1 1 0 1 2 0
SPPL2C 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MAPT.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CRHR1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ARF2P 1 0 1 1 2 1 2 2 2 1 0 5 0 2 0 1
LINC02210.CRHR1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02210 0 0 0 1 0 1 2 2 2 4 0 2 1 0 2 2
RPS26P8 2 0 0 2 0 1 2 6 7 2 1 0 1 0 1 1
MAPK8IP1P2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0
DND1P1 0 0 1 2 0 0 1 1 1 2 0 0 3 0 2 0
RDM1P1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0
LOC102724345 1 0 0 2 3 2 1 4 9 3 4 3 4 0 0 1
LRRC37A4P 6 0 1 1 2 3 7 2 10 4 1 1 1 1 0 1
LOC112267925 0 1 1 0 0 1 1 0 0 2 0 0 0 0 0 0
LRRC37A3 16 24 37 42 12 23 38 40 39 42 28 29 40 30 63 26
LOC105369225 0 0 0 0 0 0 0 0 2 2 0 0 0 0 2 0
LOC124904113 0 0 0 1 3 0 0 1 1 1 1 0 0 1 0 0
MIR4315.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PLEKHM1 18 5 26 2 4 18 16 14 14 26 14 16 22 17 18 9
ARHGAP27 55 105 150 77 46 77 101 97 139 155 172 61 104 98 87 114
LOC105371796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.12P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.11P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP9.10P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRTAP29.1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC124900636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TBC1D3I 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124900635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCL4L1 5 1 15 69 6 4 17 16 6 2 12 27 18 116 117 37
CCL3L1 2 10 42 153 18 7 30 16 7 13 3 25 8 82 388 56
LOC124905374 4 0 0 2 0 15 19 22 4 5 0 3 25 0 9 7
CCL3P1 43 2 3 7 0 34 66 100 1 84 4 1 210 29 118 99
LOC124905373 0 0 2 1 0 0 3 3 0 0 0 0 0 2 1 0
TBC1D3G 2 1 5 0 2 6 8 12 6 8 10 2 1 6 3 4
LOC100420853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
YWHAEP6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105379635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCL4L2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CCL3L3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TBC1D3B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100420851 21 6 30 15 7 11 17 25 9 11 14 12 28 47 32 18
LOC100419980 5 4 4 0 2 12 4 28 32 9 5 18 3 0 4 14
LOC101927369 4 0 13 0 17 4 7 109 55 27 9 32 23 6 2 19
RN7SL301P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
